Username,Verified,Comment Text,Likes,Time,Replies,Translation,Offensive?
ruthhenson459,FALSE,아니 10대 때에만 그런 상상력이 있었지! 요즘은 웹툰 보고도 현실이 더욱 색다르고 신기해 보여서 반가움이야?,0,1w,0,TRUE,FALSE
sayma_mollaa,FALSE,Love you bro❤️,0,1w,0,FALSE,FALSE
rumantik99,FALSE,❤️❤️,0,1w,0,FALSE,FALSE
rumantik99,FALSE,❤️❤️,0,1w,0,FALSE,FALSE
mokammel_bagha_563,FALSE,❤️,0,1w,0,FALSE,FALSE
_xyz._.mahafuz_,FALSE,Dream ❤️,0,1w,0,FALSE,FALSE
mdharundxb,TRUE,Verified  ❤️🔥,0,1w,0,FALSE,FALSE
mr.bepari54,FALSE,❤️❤️,0,1w,0,FALSE,FALSE
ridwenahmeduk,FALSE,❤❤❤❤,0,1w,0,FALSE,FALSE
antora_marriagemedia,FALSE,so Amazing❤️ Please Check out our Facebook page & Website https://www.facebook.com/antoramarriagemedia...  more,0,1w,0,FALSE,FALSE
tasnia_neha_,FALSE,day 1: gonna cmnt everyday till rafsan takes me in a date 🙂‍↕️🫣,0,1w,0,FALSE,FALSE
_jm_bushra,FALSE,Jossss vaia,0,1w,0,FALSE,FALSE
md_maruf_billa_khan,FALSE,❤️❤️,0,1w,0,FALSE,FALSE
md_maruf_billa_khan,FALSE,"Brother, what place is this?",0,1w,0,FALSE,FALSE
aji_g_ara,FALSE,Bro is trying to be Hania amir,0,1w,0,FALSE,FALSE
mdemonahmmed62,FALSE,かわいい😍,0,1w,0,TRUE,FALSE
muhammad_muhidul_230,FALSE,vai❤️🔥,0,1w,0,FALSE,FALSE
ange85870,FALSE,Take love bro..😎,0,4d,0,FALSE,FALSE
_tanvir._reza,FALSE,Best vlogger😍😍,0,4d,0,FALSE,FALSE
mugdho273,FALSE,🔥🔥🔥,0,4d,0,FALSE,FALSE
super_sajeed32,FALSE,Vai apnader gadita koi,0,3d,0,TRUE,FALSE
omarfarukofficial0,FALSE,❤️❤️,0,2d,0,FALSE,FALSE
shihab_xd3,FALSE,what with the last picture bro?😂,0,1d,0,FALSE,FALSE
emonjahidulislam38,FALSE,❤️❤️,0,1d,0,FALSE,FALSE
_gazi_ash1k_,FALSE,best brother🔥,0,1d,0,FALSE,FALSE
rafsan00000000,FALSE,Brooo do a YouTubeer cricket League 🙌,0,1h,0,FALSE,FALSE
rayaan__43,FALSE,🔥🔥🔥,1,2w,0,FALSE,FALSE
pr_roy5,FALSE,🙌👏,2,2w,0,FALSE,FALSE
_crack__wtts.on_0_0_,FALSE,👍🏻💫,4,2w,0,FALSE,FALSE
alfahadbari,FALSE,MaShaAllah brother! 🤍,16,2w,0,FALSE,FALSE
tasnia_farin,TRUE,Verified  👏,111,2w,0,FALSE,FALSE
mddaud132,FALSE,Best transformation everrrrrr❤️🙌,6,2w,0,FALSE,FALSE
esporshapirti,FALSE,❤️🔥,0,2w,0,FALSE,FALSE
an.asian_chick,FALSE,Best glow up everrr... Mashallah!😭,655,2w,0,FALSE,FALSE
halalhunt,FALSE,Amazing transformation bhai mashallah 💯💯💯,10,2w,0,FALSE,FALSE
adritasarkar_,FALSE,Incredible vision!!!💯,1,2w,0,FALSE,FALSE
memes_of_bangladesh,FALSE,Coolest rafsan edit by Rafsan,357,2w,0,FALSE,FALSE
arashmusic_07b,TRUE,Verified  🔥,6,2w,0,FALSE,FALSE
i_d_f_c_97,FALSE,Strongest YouTuber tbh.... Have gotten so many inspiration from you...Always sending best wishes!💗,9,2w,0,FALSE,FALSE
rod.tales._,FALSE,DAYUUUMNNNN RAFSAN BHAIYA ON TOP 🔥,6,2w,0,FALSE,FALSE
sabnam_faria,TRUE,Verified  Good job 👏,181,2w,0,FALSE,FALSE
khan.wick,FALSE,How tall are you?,11,2w,0,FALSE,FALSE
dhoraaaa_,FALSE,2nd Clip was pretty cool tho,58,2w,0,FALSE,FALSE
jannatulmowa.rekha,FALSE,I am a big fan of you 😭🫶🏻🥹🖤🌸,7,2w,0,FALSE,FALSE
an_odd_stardust,FALSE,Bro just done a wow comeback!😮,1,2w,0,FALSE,FALSE
cattoo436,FALSE,Rafsan's transformation turned into motivation for me🔥 W transformation,4,2w,0,FALSE,FALSE
pablo_redson,FALSE,Desi Ashton hall🔥,5,2w,0,FALSE,FALSE
shihab_ehh,FALSE,🔥tumi miyyah ja korllaa,3,2w,0,FALSE,FALSE
hussainsabers,FALSE,@thechotobhai give me some tips bro for gaining weight,2,2w,0,FALSE,FALSE
saadalnafi,FALSE,W boi 🔥,1,2w,0,FALSE,FALSE
bleufroid_07,FALSE,Bro got Actual glow,29,2w,0,FALSE,FALSE
bangladeshi_related,FALSE,Bro is the main character. 🙌🔥,41,2w,0,FALSE,FALSE
_.jinmoon.__,FALSE,Drop the routine bro,22,2w,0,FALSE,FALSE
_muntahaha._,FALSE,,128,2w,0,FALSE,FALSE
kim_jeon_.oishi,FALSE,Need the diet routine asap!!!!!!,15,2w,0,FALSE,FALSE
auvro.zaman,FALSE,Bujchi kalke shokale douraite jete hobe amar🙏🏻💔,10,2w,0,TRUE,FALSE
ahnaf_tbf,FALSE,W transformation damn!! 🤍,17,2w,0,FALSE,TRUE
shreyo__11,FALSE,Crazzyyyy Bt oi j Double chin tar ki hobe ? 👀 xD,5,2w,0,FALSE,FALSE
siam_ahmed__18,FALSE,Bro day by day📈📈,58,2w,0,FALSE,FALSE
nafiewhossain,TRUE,"Verified  @thechotobhai Glowed up so hard, ended up being w the former Yakuza boss🤪🤪",2,2w,0,FALSE,FALSE
rafi4u_,FALSE,Six pack dekhte chai 💋,192,2w,0,FALSE,FALSE
arshiyaan12,FALSE,I miss the chubby you.,7,2w,0,FALSE,FALSE
izuko_ig,FALSE,,2,2w,0,FALSE,FALSE
_shaan_nnn,FALSE,🙌,2,2w,0,FALSE,FALSE
_tanvir08_,FALSE,Dedication can change everything example this post ❤️🙌,2,2w,0,FALSE,FALSE
_nabilaaa_laaaaa_,FALSE,🙌🔥,1,2w,0,FALSE,FALSE
nitanz04,FALSE,🔥🔥🔥,1,2w,0,FALSE,FALSE
athena_besra,FALSE,proud of you man,1,2w,0,FALSE,FALSE
notnapax,FALSE,W RAFSAN❤️,1,2w,0,FALSE,FALSE
marziaa_haque_,FALSE,The glow upp😮 MashaAllah!,26,2w,0,FALSE,FALSE
mehenaz.27,FALSE,👏❤️,0,2w,0,FALSE,FALSE
_r_h_rohan,FALSE,W transformation,4,2w,0,FALSE,FALSE
_nutellaaa_7.0,FALSE,"dedication,hard work,damn!!🗿🗿",14,2w,0,FALSE,TRUE
authentic_bengali,FALSE,Wow,0,2w,0,FALSE,FALSE
zarif9__74,FALSE,❤️❤️,1,2w,0,FALSE,FALSE
debanjana_br,FALSE,Appreciate it! ❤️,1,2w,0,FALSE,FALSE
raiansameenaahmed,FALSE,my graduation hat didn't fit me either 😔😭,76,2w,0,FALSE,FALSE
aril223___,FALSE,What a tranformtion bhaiiiiiii❤️🤝,1,2w,0,FALSE,FALSE
xoyiy,FALSE,Safwan bro age spoil kore dilo dekhaiye amake anyways SO handsome ❤️,2,2w,0,FALSE,FALSE
zuzuu.r,FALSE,😬,0,2w,0,FALSE,FALSE
dk_a_life,TRUE,Verified  👏,266,2w,0,FALSE,FALSE
onoyxyz,FALSE,He pulls off the vibe of that one cousin in the family who we never thought of doing a glow up but ends up doing the...  more,33,2w,0,FALSE,FALSE
_hanni__bee,FALSE,Show your abs boii,2,2w,0,FALSE,FALSE
highonmemes2019._,FALSE,The chinstrap rafsan era was peak 🔥🔥🔥,3,2w,0,FALSE,FALSE
drex.ftbl,FALSE,W comeback🔥,1,2w,0,FALSE,FALSE
shadyyyyb0ss,FALSE,The modabhai*,1,2w,0,FALSE,FALSE
yourlilcook,TRUE,Verified  Go offf 🔥🔥,9,5d,0,FALSE,FALSE
rezawisp,FALSE,The glow up is on next level👊🏻,1,3h,0,FALSE,FALSE
ssaadihhh,FALSE,Wtf is this lil bro ?,5,2w,0,FALSE,FALSE
__a_r__n_a__b__,FALSE,@riponmia772 and @thechotobhai are in a secret Relationship 🙂,2,6d,0,FALSE,FALSE
shawtyaintloyal,FALSE,power of weed,0,2w,0,FALSE,FALSE
_nabil_13__,FALSE,6 pack koi??,2,2w,0,FALSE,FALSE
rafanrafu_2,FALSE,Blobfish rafsan,3,2w,0,FALSE,FALSE
saraf_gi,FALSE,@kingfishcars,0,1d,0,FALSE,FALSE
zarif_shadyy,FALSE,Good keep it up. Still needs more improvement,1,2w,0,FALSE,FALSE
ded_sabzz_,FALSE,☝️🤓,13,2w,0,FALSE,FALSE
ahnafsh.spams,FALSE,Second glow up fit was tuff tho🔥🔥,0,6d,0,FALSE,FALSE
variant_golden777,FALSE,Abs chai boro bhai,3,2w,0,FALSE,FALSE
cringe_shuvo,FALSE,Damn vai❤️🙌,63,2w,0,FALSE,TRUE
yhuh_rituuu,FALSE,RAFSAN BHAIAR GLOW UP🗣️🗣️🗣️ Mashallah ✨🎀,2,2w,0,FALSE,FALSE
witch0ri4a_sightunse3n_,FALSE,Shalay nijer phonk edit nijei share kore,1,2w,0,TRUE,FALSE
ajorfs,FALSE,Cotovy,6,2w,0,TRUE,FALSE
aara1.fr,FALSE,W bro 🙌,1,2w,0,FALSE,FALSE
mystxno,FALSE,damn son got a glow,1,1w,0,FALSE,TRUE
raj_tanzil_fc,FALSE,Good,1,2w,0,FALSE,FALSE
actuallyodinson,FALSE,bhodai,2,2w,0,FALSE,TRUE
farhandoe_,FALSE,Manifesting 🙌,4,2w,0,FALSE,FALSE
jimins_nusu,FALSE,Damyu.nnnn😭😭,1,2w,0,FALSE,FALSE
negarshahid,FALSE,Change hoyeo ba ki bal lage Apnake ?? 😂 Sorry to say .......R amra Kew interested nh apnr transmission dekhte 1st ae...  more,1,2w,0,TRUE,FALSE
_.awwraf._,FALSE,Go to Gym bro nowadays we 16yo have a great physique,7,2w,0,FALSE,FALSE
_sutii_hah_,FALSE,Omggg best glow up broo😭🤌🏻,1,2w,0,FALSE,FALSE
gs_saikat.99,FALSE,Biggest fan bro..❤️,1,2w,0,FALSE,FALSE
niloy_7_7_,FALSE,Tutorial please,2,2w,0,FALSE,FALSE
itzarefin_,FALSE,Chubby Rafsan was cute ngl!,3,2w,0,FALSE,FALSE
ryan_onquack,FALSE,nijer edit nije banas,5,2w,0,TRUE,FALSE
saifsun0617,FALSE,Bring back bullying 😭,0,2w,0,FALSE,FALSE
nazifaori_,FALSE,One of the best glow ups ngl,3,2w,0,FALSE,FALSE
niggabhuna,FALSE,ভাই কালাভুনা রিভিও কবে? 😢,12,2w,0,TRUE,FALSE
the_lickweed,FALSE,man I was 287 lbs when I started at first now I am 251 lbs. It took me 2 months to lose this much but bro now I am so...  more,3,2w,0,FALSE,FALSE
_israt_jahan._12,FALSE,Super bro🔥,0,2w,0,FALSE,FALSE
s1am_l,FALSE,Bro🙌,0,2w,0,FALSE,FALSE
jahadulshakil,FALSE,choto vai❤️,0,2w,0,FALSE,FALSE
yeamin_ed1tz,FALSE,Before vs before pro max 😢,0,2w,0,FALSE,FALSE
lisan0logy,FALSE,Bhai khali maiya deikha reply mare eidike polara kangal er moto huddai comment kortache 😭,0,2w,0,TRUE,FALSE
farhad_bhaai,FALSE,Motivation 🔥,0,2w,0,FALSE,FALSE
mahin__xc,FALSE,Why you're not using metric system. Do you think your main audience are American?,0,2w,0,FALSE,FALSE
araf_babyy,FALSE,Bro what a comeback 🔥,0,2w,0,FALSE,FALSE
rahimamuntahameherinfakir,FALSE,Jibone.emon.hoile oto hoi,0,2w,0,TRUE,FALSE
serinnaharreni,FALSE,🎀♥️,0,2w,0,FALSE,FALSE
itzz._.riyan,FALSE,@thechotobhai bro the aura Ur holding 🤌🏻,0,2w,0,FALSE,FALSE
itzmahbub218,FALSE,❤️❤️🔥,0,2w,0,FALSE,FALSE
its_mehnaz,FALSE,88 pounds in 4 months? Are you serious???,0,2w,0,FALSE,FALSE
maxxdies,FALSE,YOU SAID GLOW UP I SAY RAFSAN THE CHOTO BHAI,0,2w,0,FALSE,FALSE
arafatt_yeasir,FALSE,🔥,0,2w,0,FALSE,FALSE
taeyeonz__,FALSE,wahh the glow up 🔥,0,2w,0,FALSE,FALSE
reza_syed7,FALSE,-20/10 to 2/10 nice work lil bro,2,2w,0,FALSE,FALSE
shdow_xr,FALSE,🔥,0,2w,0,FALSE,FALSE
mr95_official,FALSE,I was with you when you have NOTHING My friend. Proud of you!,0,2w,0,FALSE,FALSE
muntajar_rahman,FALSE,Until that Audi comes in bros life 💀,1,2w,0,FALSE,FALSE
damn_itx.joy_,FALSE,Bro ate,0,2w,0,FALSE,FALSE
snapshot_stories04,FALSE,Ki vhabe 4 month a 88 drop korchen please share koren,0,2w,0,TRUE,FALSE
sahmima_shifa,FALSE,Mathay chorbi kemne hoy? But hats off to your journey,0,2w,0,FALSE,FALSE
abir_5351,FALSE,,0,2w,0,FALSE,FALSE
akhii.pakhii,FALSE,Awwwww 😭😭😭,0,2w,0,FALSE,FALSE
_.addowwr._,FALSE,W glow up,0,2w,0,FALSE,FALSE
0_m_a_h_i_n_0,FALSE,🤡💩🖕,0,2w,0,FALSE,FALSE
shh.vive__,FALSE,Rafsan rocks 🔥🙌,0,2w,0,FALSE,FALSE
jeon____niha__,FALSE,😍👏,0,2w,0,FALSE,FALSE
escape_plan71,FALSE,"Chorer baccha, block him Razzakar Corny as",0,2w,0,FALSE,FALSE
int1mam._,FALSE,"Jotoi workout kori,face to ar workout kore bhalo hobe na🥹",1,2w,0,TRUE,FALSE
xubayer44,FALSE,"চেহারা শুকায়ছে,,,বডি আগের মতো ঝুলে গেছে,,, পিঠ সামনে দিকে ঝুকে গেছে",0,2w,0,TRUE,FALSE
tajwarzahin,FALSE,Definitely the best edit i have seen by Rafsan bro.,0,2w,0,FALSE,FALSE
al_jalalpuri,FALSE,Well done bro!,0,2w,0,FALSE,FALSE
furiousz1rif,FALSE,Power of butter chicken,0,2w,0,FALSE,FALSE
leona__ani__,FALSE,Bruh you nailed it,0,2w,0,FALSE,FALSE
rriz_tiyan,FALSE,"How, I also want this glow up can you give me suggestions 😭",0,2w,0,FALSE,FALSE
c9.bunny,FALSE,"Glad that I was there when my big fat brother was standing with his protruding belly infront Burger King, 8-9 years ago....  more",0,2w,0,FALSE,FALSE
safwa_musa_2010,FALSE,Masa Allah,0,2w,0,FALSE,FALSE
_.givnuuuu._,FALSE,Bro ate🔥🙌,0,2w,0,FALSE,FALSE
ryanbari69,FALSE,"Bro is 6,2 forsha and famous, like leave some girls for us man 😭😭",0,2w,0,FALSE,FALSE
alayanhussainn,FALSE,Glowup hit hard,0,2w,0,FALSE,FALSE
roukny_valo,FALSE,Glow up chuto bhai 🥰🥰🥰😍😍,0,2w,0,FALSE,FALSE
ace_d.rafi,FALSE,KG thika lbs. Wah 👏👏👏,0,2w,0,FALSE,FALSE
md.sahriarsakib,FALSE,Vai some tips😐🥺,0,2w,0,FALSE,FALSE
_obontika_,FALSE,Bestt glow up eveeerrr,0,2w,0,FALSE,FALSE
ayeshaatunb1,FALSE,Bro I have to say this my sister is big fan she always watched your all YouTube videos and she always says me that you...  more,0,2w,0,FALSE,FALSE
ela._.2.0,FALSE,DAMN THE CHOTO BHAI TURNED INTO THE BORO BHAI 🔥,2,2w,0,FALSE,TRUE
creative_saim78,FALSE,❤️❤️,0,2w,0,FALSE,FALSE
fazlulkarimsojon,FALSE,🔥🔥🔥🔥🙌🙌🙌,0,2w,0,FALSE,FALSE
_yvanille_._,FALSE,Sorry unc you're not tuff😭🙏🏻,2,2w,0,FALSE,FALSE
musta.ayon,FALSE,Good comeback bro🙌❤️,0,2w,0,FALSE,FALSE
tasu_babe_,FALSE,❤️🙌,0,2w,0,FALSE,FALSE
miad.islam.112989,FALSE,বাপের টাকা থাকলে আমারও করতে পারতাম so not so speciality I can in him.,0,2w,0,TRUE,FALSE
sye___ed,FALSE,Share your diet and routine please ❤️,0,2w,0,FALSE,FALSE
_sdnath.antik,FALSE,👏,0,2w,0,FALSE,FALSE
rejuwan_18,FALSE,Wow old rafasan bhai😭,0,2w,0,FALSE,FALSE
jannati__habiba_,FALSE,A big change bruuh . That was not expected 🙂 .salute you 🖤,0,2w,0,FALSE,FALSE
floraco_joba,FALSE,😭🙌,0,2w,0,FALSE,FALSE
floraco_joba,FALSE,😭💗,0,2w,0,FALSE,FALSE
siddharthaghosh450,FALSE,Unbelievable,0,2w,0,FALSE,FALSE
saidulislamtutul6,FALSE,You are bestt ❤️,0,2w,0,FALSE,FALSE
yaqin_chy,FALSE,We got coolest Rafsan edit before GTA 6,0,2w,0,FALSE,FALSE
_rhamxcode75_,FALSE,❤️❤️,0,2w,0,FALSE,FALSE
musaddek_mba_1,FALSE,👏👏👏👏,0,2w,0,FALSE,FALSE
riyadz_ahmed,FALSE,L ...  more,0,2w,0,FALSE,FALSE
redoy5042,FALSE,I wanna be like you🙂,1,2w,0,FALSE,FALSE
reyaz.bhaiii,FALSE,তাতে আমার বাল ছিরা যায় না,0,2w,0,TRUE,FALSE
nodi6575,FALSE,Proud of you brother 👏❤️❤️❤️,0,2w,0,FALSE,FALSE
rottentotheco_ore,FALSE,this kinda ate tho,0,2w,0,FALSE,FALSE
wiki_dikhar,FALSE,Chudo vai 🔥🙌,0,2w,0,FALSE,FALSE
tomasharmen,FALSE,আপনি কি বিবাহিত?,0,2w,0,TRUE,FALSE
bro_shahriar_,FALSE,Purai kora brohh 🔥,0,2w,0,FALSE,FALSE
saidur_rahaman_raju_,FALSE,❤️🔥,0,2w,0,FALSE,FALSE
lopa.khan.524,FALSE,অসাধারণ,0,2w,0,TRUE,FALSE
jixx_.sa,FALSE,"From ""die for you"" to ""die from me""",1,2w,0,FALSE,FALSE
jixx_.sa,FALSE,Spread ur legs,2,2w,0,FALSE,FALSE
_alex_rokon_7,FALSE,I'm then🤡 I'm Now🤡,0,2w,0,FALSE,FALSE
_theeshan_,FALSE,what do you wanna say to all of us after the experince you’ve got?,0,2w,0,FALSE,FALSE
king_nabanno,FALSE,The glow up was insanely good.but the golu Galu was cute still😭😭,1,2w,0,FALSE,FALSE
maybe_a_fiction,FALSE,🙌,0,2w,0,FALSE,FALSE
__h20_consumer_98__,FALSE,nicokado before nicokado,0,2w,0,FALSE,FALSE
extrovert__arpon,FALSE,Bro is obsessed with this song 🗣️,0,2w,0,FALSE,FALSE
extrovert__arpon,FALSE,But great transformation btw👏👏👏,0,2w,0,FALSE,FALSE
empatheticpanda,FALSE,Need another video on this topic. Note( I've seen those 2 videos already?,0,2w,0,FALSE,FALSE
_nuaayman,FALSE,Tumi to ekhobo bhotka,0,2w,0,FALSE,FALSE
anam_bahi_100,FALSE,The moment of getting off the helicopter was really exciting.🔥,0,2w,0,FALSE,FALSE
rafiqneve,FALSE,BMW,1,2w,0,FALSE,FALSE
riyadh_rahman_619,FALSE,Wow,0,2w,0,FALSE,FALSE
_exotic__arafat,FALSE,We jst w8 see ur six packs broh,0,2w,0,FALSE,FALSE
zero_._ali,FALSE,Aura🔥🙌,0,2w,0,FALSE,FALSE
armanbhai.10,FALSE,🙌,0,2w,0,FALSE,FALSE
psychicreads._,FALSE,Tmr posture thik nai bruh🥱,0,2w,0,TRUE,FALSE
ahmed_shanto116,FALSE,The Choto Bhai Aura.,0,2w,0,FALSE,FALSE
lord_screach,FALSE,My motivation👏🙌🔥,0,2w,0,FALSE,FALSE
rahaf_saud_4,FALSE,"Before: cute, After: handsome",1,2w,0,FALSE,FALSE
fahrimaeasminsondha,FALSE,You're capable enough of hold the fandom both the way..hard work doesn't need good looks it only needs Ur passion...  more,0,2w,0,FALSE,FALSE
syed_imtihan,FALSE,🔥🙌 man,0,2w,0,FALSE,FALSE
maharat_07,FALSE,Still you are choto vai 😔,0,2w,0,FALSE,FALSE
t4hsan._,FALSE,Bro decided to us lbs like americans watch Bros content 😭 insane transformation tho,0,2w,0,FALSE,FALSE
_eunestagram_,FALSE,Omgggggg he is my crush for real ( actually I love him) 😭🙏,0,2w,0,FALSE,FALSE
skshamim.sa,FALSE,😍😍,0,2w,0,FALSE,FALSE
alamin.hossain.sogir,FALSE,My hero I love you....,0,2w,0,FALSE,FALSE
shapnamaher,FALSE,Brooo who was the guy in japan💀💀💀💀,0,2w,0,FALSE,FALSE
zarrar._5,FALSE,Dang bro your glow-up is just🔥,0,2w,0,FALSE,FALSE
mandms_990,FALSE,88 pound ki abar bhai this aint the US,2,2w,0,FALSE,FALSE
sweet_poison217,FALSE,💥,3,2w,0,FALSE,FALSE
the.mike.math,FALSE,Avarage votka guys at 3 am,0,2w,0,FALSE,FALSE
rathibahmed43,FALSE,How bro how?,0,2w,0,FALSE,FALSE
ema_bbes,FALSE,Bruhh👏😭,0,2w,0,FALSE,FALSE
_mahin.gone_,FALSE,@razin_290 beday inspiration dilo Valo level er 😭,1,2w,0,FALSE,FALSE
ruddyniloy71,FALSE,From abul to babul 💀,1,2w,0,FALSE,FALSE
sohan_7930,FALSE,Tumi actually onk jossx,0,2w,0,FALSE,FALSE
mahim42060,FALSE,But how the process pls 🙂🙂,0,2w,0,FALSE,FALSE
curestic_.mahin_,FALSE,Cooked bruhh...🙌,0,2w,0,FALSE,FALSE
arafatronyarafat,FALSE,At least broker proved,0,2w,0,FALSE,FALSE
subhadip_mitra_,FALSE,🔥🔥,0,2w,0,FALSE,FALSE
mehu_monkuuu,FALSE,Best glow up ever Mash Allah ❤️,0,2w,0,FALSE,FALSE
binzamal,FALSE,You created your whole carrier by your own tallent . So sad it got ruined because ur fathers lone and political reason.,0,2w,0,FALSE,FALSE
itz._a.y.m.a_.n__,FALSE,Bro evolved to sexy pola... 🤌🏼🤌🏼🗿,2,2w,0,FALSE,FALSE
sreezon._.wk,FALSE,One and only choto bhai❤️🔥,0,2w,0,FALSE,FALSE
supuwu._,FALSE,ORE GLOW UP 😍,3,2w,0,FALSE,FALSE
iftekhar_zzz,FALSE,Choto Bhai 🔥,0,2w,0,FALSE,FALSE
jmh_family7,FALSE,🔥👏,0,2w,0,FALSE,FALSE
_muttak1n_,FALSE,Only Rafsan bro is real man✨👀💯,0,2w,0,FALSE,FALSE
bangladeshi_related,FALSE,How bro is replying all the comments broo🙌🔥,0,2w,0,FALSE,FALSE
munna_islam6030,FALSE,hard work bro 🙌❤️,0,2w,0,FALSE,FALSE
ackerman_9305,FALSE,Its time get 3 steps ahead 💀,1,2w,0,FALSE,FALSE
ariverunsthrough,FALSE,You'll be always my fav❤️🔥,0,2w,0,FALSE,FALSE
j.lamiiiiiiiaaaaaaa________,FALSE,"You were cute, Bro🥺",0,2w,0,FALSE,FALSE
itslimon444,FALSE,How is that possible?,0,2w,0,FALSE,FALSE
___sure___taef,FALSE,Chapri Ladies 🤡🤡🤡,0,2w,0,FALSE,FALSE
mrs.sianulhaque,FALSE,How did it change so much?,0,2w,0,FALSE,FALSE
__jahan__23,FALSE,Coolest boy in town ❤️🔥,0,2w,0,FALSE,FALSE
_ar_rahmannn_,FALSE,Love you G!,0,2w,0,FALSE,FALSE
vinny_mako,FALSE,Go VEGAN 🌱 Sulae Makla..,1,2w,0,FALSE,FALSE
apukormkar,FALSE,🙏♥️♥️♥️,0,2w,0,FALSE,FALSE
emontdon,FALSE,কুজা মাদার ফুকার,0,2w,0,TRUE,FALSE
dhanshirirahman,FALSE,Rafsan literally got the glow up frr,0,2w,0,FALSE,FALSE
ryl_xxtynss__,FALSE,I lob you,0,2w,0,FALSE,FALSE
sumaiya_x60,FALSE,Bruhhh 🫶🏽,0,2w,0,FALSE,FALSE
momin29,FALSE,আবাল,0,2w,0,FALSE,FALSE
ghumao_19,FALSE,🔥,0,2w,0,FALSE,FALSE
sheikroksana,FALSE,awesome,0,2w,0,FALSE,FALSE
israt.shimky,FALSE,Nice,0,2w,0,FALSE,FALSE
nuriaaaahhhh,FALSE,I need your diet routine CHOTOBHAIII 😭,0,2w,0,FALSE,FALSE
y0ungman_09,FALSE,scholastican chilo na?,0,2w,0,FALSE,FALSE
im_hasan14,FALSE,আমার গুলুমলু ভাইটাও বড় হয়ে গেছে ❤️😎,0,2w,0,TRUE,TRUE
shan_arise18,FALSE,Rafsan the moda vai,0,2w,0,FALSE,FALSE
1n_on__ly_a_4_i_f,FALSE,Routin plz??,0,2w,0,FALSE,FALSE
_protik85_,FALSE,Chutiya,0,2w,0,FALSE,FALSE
joshart_03,FALSE,The Most Epic part of this transformation is The Street Of Japan 🇯🇵 For sure💯🙌@thechotobhai 🫂God bless you menh,3,2w,0,FALSE,FALSE
ra_riya89,FALSE,😍,0,2w,0,FALSE,FALSE
hyemirza,FALSE,Big fan vaiya,0,2w,0,FALSE,FALSE
ra_riya89,FALSE,Need this type glow up😭,0,2w,0,FALSE,FALSE
her__taz,FALSE,What's bro doing with Japanese Former Yakuza Leader --,0,2w,0,FALSE,FALSE
j_a_b_e_r_01,FALSE,❤️,0,2w,0,FALSE,FALSE
shafi.n18,FALSE,Masallah bro 🔥🙌,0,2w,0,FALSE,FALSE
_simon_ril3y_9,FALSE,Damnnn bro ! The best glow up 😍,0,2w,0,FALSE,TRUE
ayann_cx,FALSE,🔥,0,2w,0,FALSE,FALSE
radowhan_revo,FALSE,👏👏👏👏,0,2w,0,FALSE,FALSE
muk1tur,FALSE,We got chotobhai glowup edit before GTA 6 😭,0,2w,0,FALSE,FALSE
meenha_123,FALSE,Bro why are u so handsome?😭😭,0,2w,0,FALSE,FALSE
inhuman_razaan,FALSE,Bhai Eto inspiring kenn,0,2w,0,FALSE,FALSE
ash_z1x,FALSE,🙌🔥,0,2w,0,FALSE,FALSE
_nbr.x_,FALSE,Bro is two steps ahead,0,2w,0,FALSE,FALSE
sugar.smooch,FALSE,I fear this is my type,0,2w,0,FALSE,FALSE
cupcakesinheav2n,FALSE,is that the former japanese mafia guy with you in the second clip??? this goes hard,1,2w,0,FALSE,FALSE
__honeey__beeee__,FALSE,You are my favorite one 😭😭😭❤️❤️❤️,0,2w,0,FALSE,FALSE
anayheda,FALSE,Eewwwwwww,0,2w,0,FALSE,FALSE
mushfiq_008,FALSE,gwak gwak 💦 gym influencer 😢,0,2w,0,FALSE,FALSE
bambino.bloom,FALSE,Slaying maannn!!!!😩😩😩😩😩😩😩😩🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻,0,2w,0,FALSE,FALSE
nisarfatemarim,FALSE,4 months!? That's too short😳,0,2w,0,FALSE,FALSE
iplay_jazz,FALSE,My fav😍,0,2w,0,FALSE,FALSE
dr.alubhodai,FALSE,,3,2w,0,FALSE,FALSE
_glossyyy___rosee_,FALSE,You Graduated? NO!! I thought You're in Honours 3/4th yearr...,0,2w,0,FALSE,FALSE
anushkas_digital_world,FALSE,My Son could be motivated watching this!,0,2w,0,FALSE,FALSE
aleef_tp,FALSE,You still look gay AF,0,2w,0,FALSE,FALSE
emon_jahidul_islam,FALSE,Your looks depends how rich you are! Thats the hard Reality!,0,2w,0,FALSE,FALSE
istiak.jihad,FALSE,Bro cooked🫡❤️,0,2w,0,FALSE,FALSE
samiul_hasan_samii,FALSE,Bruuuh! 🙌 🗿,0,2w,0,FALSE,FALSE
call_me_supto,FALSE,Rule 1 - Never Give Up ❤️‍🔥,1,2w,0,FALSE,FALSE
stk_masum,FALSE,🔥🔥,0,2w,0,FALSE,FALSE
vermi_th0r,FALSE,👌,2,2w,0,FALSE,FALSE
ttazin28,FALSE,"Holy shit! Maaannnn, what did you do? 4 months and 88 pounds, hoowwww??? 🔥",0,2w,0,FALSE,TRUE
_.good_snake._,FALSE,Damn transformation! 🔥,0,2w,0,FALSE,TRUE
tasib477,FALSE,Bhai joss 🔥🔥,0,2w,0,FALSE,FALSE
