,Comment Text,Likes,Replies,Translation,Offensive?
1044,Thank god... He wasn't carrying bananas.,0,0,False,False
1045,Bro just want to Collab with beast,0,0,False,False
1046,WoW,0,0,False,False
1047,Wholesome gang 🥺,0,0,False,False
1048,These kids are too cute 😍,0,0,False,False
1049,these kids are so cute🤍,0,0,False,False
1050,@mrbeast broh 🫢,0,0,False,False
1051,Amake ke dibe,0,0,False,False
1052,"Can you open it for me sir, it sounds pretty good! 😊",0,0,False,False
1053,@mrbeast,0,0,False,False
1054,aww they’re so polite,0,0,False,False
1055,🥭 (Raw),0,0,False,False
1056,Great ~,0,0,False,False
1057,Borolo'x Kid be like..,0,0,False,False
1058,i guess mr Breast is gonna kill you😢,0,0,False,False
1059,Everone follow me and i Follow ypu,0,0,False,False
1060,Bhai i also want that,0,0,False,False
1061,This is the most cutest video of yours,0,0,False,False
1062,❤️❤️❤️,0,0,False,False
1063,❤️,0,0,False,False
1064,That kid mango kid reminds me of someone 🙏,0,0,False,False
1065,Cute❤️,0,0,False,False
1066,বিদেশি 14,0,0,False,False
1067,@mrbeast 💝,0,0,False,False
1068,@thechotobhai bhaii Blu er comeback Kobe hobe?,0,0,True,False
1069,@mrbeast next one before Hersheys,0,0,False,False
1070,Bhai mone english medium school er shamne vid korte gese 🤔,0,0,True,False
1071,I was carrying random meat 😂,0,0,False,False
1072,❤️❤️❤️❤️❤️❤️❤️,0,0,False,False
1073,hey bro Tumi sylhet ashona ...  more,0,0,False,False
1074,Bro I hope u reply 👏,0,0,False,False
1075,"Their English is so good !! I can't ,I'll become nervous :)",0,0,False,False
1076,@mrbeast,0,0,False,False
1077,Which area is it? Seem luxurious,0,0,False,False
1078,@mrbeast,0,0,False,False
1079,@mrbeast,0,0,False,False
1080,real...,0,0,False,False
1081,@mrbeast,0,0,False,False
1082,@mrbeast where are you bro,0,0,False,False
1083,@mrbeast,0,0,False,False
1084,"Tbvh they are speaking english like american, wow",0,0,False,False
1085,Kothay eta?,0,0,True,False
1086,Kunafa is tasty 😋 I also tried,0,0,False,False
1087,cuties😭❤️,0,0,False,False
1088,Wow 😮,0,0,False,False
1089,❤️ok,0,0,False,False
1090,THEY SO CUTE AWW,0,0,False,False
1091,Nice kids ❤️,0,0,False,False
1092,ফারুমের মুরগি 😭,0,0,True,False
1093,Posh kids 🤡,0,0,False,False
1094,@mrbeast,0,0,False,False
1095,ew gulshan er bacha,0,0,False,False
1096,@mrbeast,0,0,False,False
1097,"Verified  @sinthy._.a._ i just wanted to write my heart out, idk why..",38,0,False,False
1098,❤️🔥🔥,1,0,False,False
1099,🔥🙌,0,0,False,False
1100,"Reading this really hit me. It’s crazy how we grow and change, but it’s comforting to know things do get better. Thank...  more",9,0,False,False
1101,哇！超懷念小時候的自由感，人生短短，加油！💪,2,0,False,False
1102,💝,0,0,False,False
1103,❤️❤️❤️,0,0,False,False
1104,❤️❤️ enjoy soto❤️❤️,1,0,False,False
1105,Hopefully… it will get better soon!! Going through a horrible time & mental breakdowns but trying to keep my chin up &...  more,2,0,False,False
1106,Siuuuu,0,0,False,False
1107,Hi... It's 1:43... And I'm really going through some brutal time rn... I hope your words become true.,1,0,False,False
1108,my bro never misses a chance to encourage and motivate us 🫡,2,0,False,False
1109,The energy of yours ❤️🙌,2,0,False,False
1110,those words are heart touching..❤️,1,0,False,False
1111,"Okay, this really hit me to the core❤️‍🩹 I’m so glad you could make it to this we really love watching your content! 👏 H...  more",1,0,False,False
1112,"Actually reading this at 2:20 , thanks for the reminder vaiya and I'm waiting for this time to end. ☝️🤍",0,0,False,False
1113,1:56 am and caption purota porechi💖 May allah bless you and I believe whether it's today or tomorrow better days will...  more,0,0,False,False
1114,"Yes, time does fly, doesn't it? Before we know it, we're moving on to the next chapter even when we're not ready to turn...  more",0,0,False,False
1115,Love U Bro❤️,0,0,False,False
1116,"Fr, bro, I’ve been going through something horrible for quite a long time. Even if everything’s falling apart, maybe I’m...  more",1,0,False,False
1117,ppl are here to know more..,3,0,False,False
1118,1:50 ..unfortunately yeah.. going through something & idk how to manage.. but there's always a little hope I guess...💜,1,0,False,False
1119,Looks Like Hero 😍,2,0,False,False
1120,Wish you all the success in the world ❤️,1,0,False,False
1121,Bro looks like a supermodel 😍,0,0,False,False
1122,Bro❤️🙌,0,0,False,False
1123,Verified  Shera bhai shera,0,0,False,False
1124,In sha Allah bhai doya koiro / ar doya roilo 🥺🥹,1,0,True,False
1125,Cant believe youre turning 28 almost 5 years or more of watching your uploads,1,0,False,False
1126,"I was reading bro and felt so bad for me bcz my friends r going on a trip but I couldn’t go for my studies, but your...  more",0,0,False,False
1127,Bhai I feel little better now thank you💗,1,0,False,False
1128,One day,2,0,False,False
1129,what a timing....i was just thinking about how unfair life is and how miserable i am,6,0,False,False
1130,"Bro thinks he's him with the last slide (I don't mean to be rude in any possible way, just bring sarcastic)",0,0,False,False
1131,"17 and lost in a new country with so much confusion at 4 am but the caption js popped up at the right time ig, thanks...  more",0,0,False,False
1132,Ki obosta soto bhai,0,0,True,False
1133,"Thinking about horrible part of living in Japan maybe I find a good reason to be here, you're right belong to be here...  more",0,0,False,False
1134,Bro came to my place in sandai,1,0,False,False
1135,You always make my day 😍 Clare from the UK.😍 🙂,0,0,False,False
1136,"Just my luck thinking about how hard it is, and life proves the point:)",2,0,False,False
1137,Very very very big fan sir...I wish I shall meet with you✨🎀,1,0,False,False
1138,Just Wow🔥,2,0,False,False
1139,😍😍😍😍,1,0,False,False
1140,Vaiya,1,0,False,False
1141,🔥😢❤️,1,0,False,False
1142,🤍🖤,1,0,False,False
1143,🔥,1,0,False,False
1144,Music suits perfectly⭐,1,0,False,False
1145,😍🙌,1,0,False,False
1146,❤️❤️,1,0,False,False
1147,Chotobhai boro hoya gesha😂🔥🔥🔥,1,0,True,False
1148,@thechotobhai bhai Osaka asi ashen dekha kori 🥹,1,0,False,False
1149,"Love this caption!! Thanks for everything, and so honored to have met and welcomed you to Japan, even just a bit! Hope...  more",1,0,False,False
1150,Sherlock Holmes লাগতেছে!😍,1,0,True,False
1151,-🤍🤍,1,0,False,False
1152,আসসালামুয়ালাইকুম............  more,1,0,True,False
1153,last one🤣🤣🤣,1,0,False,False
1154,auto durais na,1,0,False,False
1155,"Please, brother, talk to me.",1,0,False,False
1156,#আসসালামুআলাইকুম💫 ...  more,1,0,True,False
1157,😍😍,1,0,False,False
1158,2nd pic was asteatic 🥲🙂,1,0,False,False
1159,❤️🔥,1,0,False,False
1160,❤️❤️,1,0,False,False
1161,😮🔥,1,0,False,False
1162,Wow,1,0,False,False
1163,Mario ahh jump @thechotobhai,1,0,False,False
1164,Love from Shibuya 🙌❤️,1,0,False,False
1165,"It’s 3:25 have read the full passage, I believe that by the grace of Allah everything gonna be better In Sha Allah",1,0,False,False
1166,❤️❤️,1,0,False,False
1167,সুন্দর,1,0,True,False
1168,I want to meet you bro please.🙏,1,0,False,False
1169,Broo but when did you go to japan??,1,0,False,False
1170,Bro 🙂🙂🙂,1,0,False,False
1171,Last r pic kno always awkward Hoy?,1,0,False,False
1172,😭 growing up surely isn't easy. But InshaAllah every phase of difficulty will be followed by peace eventually ~~~,1,0,False,False
1173,Sunehra koi comment section e😢??,1,0,False,False
1174,The last photo got me lol😂,1,0,False,False
1175,Japanese reproduction visa te jai mane hoi,1,0,False,False
1176,💝✨,1,0,False,False
1177,Choto vhai,1,0,False,False
1178,"I was overthinking a lot, but when I read your caption, it truly comforted me❤️‍🩹😌",1,0,False,False
1179,2:00,1,0,False,False
1180,Owlllllll,1,0,False,False
1181,😍😍,1,0,False,False
1182,Last er pic Oita 😂,1,0,False,False
1183,🙌🔥,1,0,False,False
1184,❤️❤️,1,0,False,False
1185,😍🙌,1,0,False,False
1186,Wow,1,0,False,False
1187,I'm a big fan of you ❤️,1,0,False,False
1188,Broo the songgg x the picss🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,0,False,False
1189,Vhai nah ki 🥹🫶🏻,1,0,False,False
1190,❤️🔥,1,0,False,False
1191,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,0,False,False
1192,😍🔥🙌👏❤️,1,0,False,False
1193,Which place is this?,1,0,False,False
1194,❤️,1,0,False,False
1195,Bhaiya 🔥,1,0,False,False
1196,💗,1,0,False,False
1197,🔥🔥🔥,1,0,False,False
1198,🔥🔥🔥🔥🔥,1,0,False,False
1199,❤️🔥,1,0,False,False
1200,🔥,1,0,False,False
1201,❤️🔥,0,0,False,False
1202,❤️,1,0,False,False
1203,Bhaiya ekdin ghurte niye jaben ? 🥹,1,0,True,False
1204,I'm always scared of being judged bro💔,1,0,False,False
1205,❤️🙌,1,0,False,False
1206,You da best brother !!,1,0,False,False
1207,"The first thing after I woke up, and it definitely made my day✨❤️",1,0,False,False
1208,Day 3 of asking to review niggabhuna😢,0,0,False,False
1209,❤️,1,0,False,False
1210,😍😍😍😍😍😍,0,0,False,False
1211,🍌,0,0,False,False
1212,Bro gift us a awsome blog like lunggi poree 5 star hotel,0,0,False,False
1213,Love you brother 🥰,0,0,False,False
1214,❤️,0,0,False,False
1215,❤️🙌,0,0,False,False
1216,🔥,0,0,False,False
1217,😢😢,0,0,False,False
1218,Pookie man 🖤,0,0,False,False
1219,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0,False,False
1220,you are best ❤️,0,0,False,False
1221,Wait your in Japan 🇯🇵 that’s so cool,0,0,False,False
1222,"ফেসবুক, টিকটক, ইউটিউব মনিটাইজেশনসহ যাবতীয় সকল সোশ্যাল মিডিয়া সার্ভিস নিতে যোগাযোগ করুন Brothers SMM. মার্কেটের সবচেয়ে...  more",0,0,True,False
1223,"Rafsan brother, are you looking at me from above?",0,0,False,False
1224,AURA/100,0,0,False,False
1225,Love you bodo bhai 🔥❤️,0,0,False,False
1226,❤️😍,0,0,False,False
1227,🔥,0,0,False,False
1228,Tmi manush ta eto cute ar sweet but compliments nite paro naa,0,0,False,False
1229,Nihon dream 🥺,0,0,False,False
1230,So cool Chotobhai..🔥🥰,0,0,False,False
1231,🔥,0,0,False,False
1232,💥,0,0,False,False
1233,😍😍😍😍,0,0,False,False
1234,Hi,0,0,False,False
1235,😍😍,0,0,False,False
1236,❤️❤️❤️❤️,0,0,False,False
1237,Fly High,0,0,False,False
1238,😍❤️,0,0,False,False
1239,Where is Sunera🤔,0,0,False,False
1240,Last pic ( pankhi banu urti firu maste gagan me ) 😂😍,0,0,False,False
1241,My favorite country japän ahh💫💫,0,0,False,False
1242,Last one😂🔥,0,0,False,False
1243,Visa kmne pela,0,0,True,False
1244,I was there while your first video dropped..... Till now stick with you....you are my another choto bhai.....I'm glad to...  more,0,0,False,False
1245,아니 10대 때에만 그런 상상력이 있었지! 요즘은 웹툰 보고도 현실이 더욱 색다르고 신기해 보여서 반가움이야?,0,0,True,False
1246,Love you bro❤️,0,0,False,False
1247,❤️❤️,0,0,False,False
1248,❤️❤️,0,0,False,False
1249,❤️,0,0,False,False
1250,Dream ❤️,0,0,False,False
1251,Verified  ❤️🔥,0,0,False,False
1252,❤️❤️,0,0,False,False
1253,❤❤❤❤,0,0,False,False
1254,so Amazing❤️ Please Check out our Facebook page & Website https://www.facebook.com/antoramarriagemedia...  more,0,0,False,False
1255,day 1: gonna cmnt everyday till rafsan takes me in a date 🙂‍↕️🫣,0,0,False,False
1256,Jossss vaia,0,0,False,False
1257,❤️❤️,0,0,False,False
1258,"Brother, what place is this?",0,0,False,False
1259,Bro is trying to be Hania amir,0,0,False,False
1260,かわいい😍,0,0,True,False
1261,vai❤️🔥,0,0,False,False
1262,Take love bro..😎,0,0,False,False
1263,Best vlogger😍😍,0,0,False,False
1264,🔥🔥🔥,0,0,False,False
1265,Vai apnader gadita koi,0,0,True,False
1266,❤️❤️,0,0,False,False
1267,what with the last picture bro?😂,0,0,False,False
1268,❤️❤️,0,0,False,False
1269,best brother🔥,0,0,False,False
1270,Brooo do a YouTubeer cricket League 🙌,0,0,False,False
1271,🔥🔥🔥,1,0,False,False
1272,🙌👏,2,0,False,False
1273,👍🏻💫,4,0,False,False
1274,MaShaAllah brother! 🤍,16,0,False,False
1275,Verified  👏,111,0,False,False
1276,Best transformation everrrrrr❤️🙌,6,0,False,False
1277,❤️🔥,0,0,False,False
1278,Best glow up everrr... Mashallah!😭,655,0,False,False
1279,Amazing transformation bhai mashallah 💯💯💯,10,0,False,False
1280,Incredible vision!!!💯,1,0,False,False
1281,Coolest rafsan edit by Rafsan,357,0,False,False
1282,Verified  🔥,6,0,False,False
1283,Strongest YouTuber tbh.... Have gotten so many inspiration from you...Always sending best wishes!💗,9,0,False,False
1284,DAYUUUMNNNN RAFSAN BHAIYA ON TOP 🔥,6,0,False,False
1285,Verified  Good job 👏,181,0,False,False
1286,How tall are you?,11,0,False,False
1287,2nd Clip was pretty cool tho,58,0,False,False
1288,I am a big fan of you 😭🫶🏻🥹🖤🌸,7,0,False,False
1289,Bro just done a wow comeback!😮,1,0,False,False
1290,Rafsan's transformation turned into motivation for me🔥 W transformation,4,0,False,False
1291,Desi Ashton hall🔥,5,0,False,False
1292,🔥tumi miyyah ja korllaa,3,0,False,False
1293,@thechotobhai give me some tips bro for gaining weight,2,0,False,False
1294,W boi 🔥,1,0,False,False
1295,Bro got Actual glow,29,0,False,False
1296,Bro is the main character. 🙌🔥,41,0,False,False
1297,Drop the routine bro,22,0,False,False
1298,,128,0,False,False
1299,Need the diet routine asap!!!!!!,15,0,False,False
1300,Bujchi kalke shokale douraite jete hobe amar🙏🏻💔,10,0,True,False
1301,W transformation damn!! 🤍,17,0,False,True
1302,Crazzyyyy Bt oi j Double chin tar ki hobe ? 👀 xD,5,0,False,False
1303,Bro day by day📈📈,58,0,False,False
1304,"Verified  @thechotobhai Glowed up so hard, ended up being w the former Yakuza boss🤪🤪",2,0,False,False
1305,Six pack dekhte chai 💋,192,0,False,False
1306,I miss the chubby you.,7,0,False,False
1307,,2,0,False,False
1308,🙌,2,0,False,False
1309,Dedication can change everything example this post ❤️🙌,2,0,False,False
1310,🙌🔥,1,0,False,False
1311,🔥🔥🔥,1,0,False,False
1312,proud of you man,1,0,False,False
1313,W RAFSAN❤️,1,0,False,False
1314,The glow upp😮 MashaAllah!,26,0,False,False
1315,👏❤️,0,0,False,False
1316,W transformation,4,0,False,False
1317,"dedication,hard work,damn!!🗿🗿",14,0,False,True
1318,Wow,0,0,False,False
1319,❤️❤️,1,0,False,False
1320,Appreciate it! ❤️,1,0,False,False
1321,my graduation hat didn't fit me either 😔😭,76,0,False,False
1322,What a tranformtion bhaiiiiiii❤️🤝,1,0,False,False
1323,Safwan bro age spoil kore dilo dekhaiye amake anyways SO handsome ❤️,2,0,False,False
1324,😬,0,0,False,False
1325,Verified  👏,266,0,False,False
1326,He pulls off the vibe of that one cousin in the family who we never thought of doing a glow up but ends up doing the...  more,33,0,False,False
1327,Show your abs boii,2,0,False,False
1328,The chinstrap rafsan era was peak 🔥🔥🔥,3,0,False,False
1329,W comeback🔥,1,0,False,False
1330,The modabhai*,1,0,False,False
1331,Verified  Go offf 🔥🔥,9,0,False,False
1332,The glow up is on next level👊🏻,1,0,False,False
1333,Wtf is this lil bro ?,5,0,False,False
1334,@riponmia772 and @thechotobhai are in a secret Relationship 🙂,2,0,False,False
1335,power of weed,0,0,False,False
1336,6 pack koi??,2,0,False,False
1337,Blobfish rafsan,3,0,False,False
1338,@kingfishcars,0,0,False,False
1339,Good keep it up. Still needs more improvement,1,0,False,False
1340,☝️🤓,13,0,False,False
1341,Second glow up fit was tuff tho🔥🔥,0,0,False,False
1342,Abs chai boro bhai,3,0,False,False
1343,Damn vai❤️🙌,63,0,False,True
1344,RAFSAN BHAIAR GLOW UP🗣️🗣️🗣️ Mashallah ✨🎀,2,0,False,False
1345,Shalay nijer phonk edit nijei share kore,1,0,True,False
1346,Cotovy,6,0,True,False
1347,W bro 🙌,1,0,False,False
1348,damn son got a glow,1,0,False,True
1349,Good,1,0,False,False
1350,bhodai,2,0,False,True
1351,Manifesting 🙌,4,0,False,False
1352,Damyu.nnnn😭😭,1,0,False,False
1353,Change hoyeo ba ki bal lage Apnake ?? 😂 Sorry to say .......R amra Kew interested nh apnr transmission dekhte 1st ae...  more,1,0,True,False
1354,Go to Gym bro nowadays we 16yo have a great physique,7,0,False,False
1355,Omggg best glow up broo😭🤌🏻,1,0,False,False
1356,Biggest fan bro..❤️,1,0,False,False
1357,Tutorial please,2,0,False,False
1358,Chubby Rafsan was cute ngl!,3,0,False,False
1359,nijer edit nije banas,5,0,True,False
1360,Bring back bullying 😭,0,0,False,False
1361,One of the best glow ups ngl,3,0,False,False
1362,ভাই কালাভুনা রিভিও কবে? 😢,12,0,True,False
1363,man I was 287 lbs when I started at first now I am 251 lbs. It took me 2 months to lose this much but bro now I am so...  more,3,0,False,False
1364,Super bro🔥,0,0,False,False
1365,Bro🙌,0,0,False,False
1366,choto vai❤️,0,0,False,False
1367,Before vs before pro max 😢,0,0,False,False
1368,Bhai khali maiya deikha reply mare eidike polara kangal er moto huddai comment kortache 😭,0,0,True,False
1369,Motivation 🔥,0,0,False,False
1370,Why you're not using metric system. Do you think your main audience are American?,0,0,False,False
1371,Bro what a comeback 🔥,0,0,False,False
1372,Jibone.emon.hoile oto hoi,0,0,True,False
1373,🎀♥️,0,0,False,False
1374,@thechotobhai bro the aura Ur holding 🤌🏻,0,0,False,False
1375,❤️❤️🔥,0,0,False,False
1376,88 pounds in 4 months? Are you serious???,0,0,False,False
1377,YOU SAID GLOW UP I SAY RAFSAN THE CHOTO BHAI,0,0,False,False
1378,🔥,0,0,False,False
1379,wahh the glow up 🔥,0,0,False,False
1380,-20/10 to 2/10 nice work lil bro,2,0,False,False
1381,🔥,0,0,False,False
1382,I was with you when you have NOTHING My friend. Proud of you!,0,0,False,False
1383,Until that Audi comes in bros life 💀,1,0,False,False
1384,Bro ate,0,0,False,False
1385,Ki vhabe 4 month a 88 drop korchen please share koren,0,0,True,False
1386,Mathay chorbi kemne hoy? But hats off to your journey,0,0,False,False
1387,,0,0,False,False
1388,Awwwww 😭😭😭,0,0,False,False
1389,W glow up,0,0,False,False
1390,🤡💩🖕,0,0,False,False
1391,Rafsan rocks 🔥🙌,0,0,False,False
1392,😍👏,0,0,False,False
1393,"Chorer baccha, block him Razzakar Corny as",0,0,False,False
1394,"Jotoi workout kori,face to ar workout kore bhalo hobe na🥹",1,0,True,False
1395,"চেহারা শুকায়ছে,,,বডি আগের মতো ঝুলে গেছে,,, পিঠ সামনে দিকে ঝুকে গেছে",0,0,True,False
1396,Definitely the best edit i have seen by Rafsan bro.,0,0,False,False
1397,Well done bro!,0,0,False,False
1398,Power of butter chicken,0,0,False,False
1399,Bruh you nailed it,0,0,False,False
1400,"How, I also want this glow up can you give me suggestions 😭",0,0,False,False
1401,"Glad that I was there when my big fat brother was standing with his protruding belly infront Burger King, 8-9 years ago....  more",0,0,False,False
1402,Masa Allah,0,0,False,False
1403,Bro ate🔥🙌,0,0,False,False
1404,"Bro is 6,2 forsha and famous, like leave some girls for us man 😭😭",0,0,False,False
1405,Glowup hit hard,0,0,False,False
1406,Glow up chuto bhai 🥰🥰🥰😍😍,0,0,False,False
1407,KG thika lbs. Wah 👏👏👏,0,0,False,False
1408,Vai some tips😐🥺,0,0,False,False
1409,Bestt glow up eveeerrr,0,0,False,False
1410,Bro I have to say this my sister is big fan she always watched your all YouTube videos and she always says me that you...  more,0,0,False,False
1411,DAMN THE CHOTO BHAI TURNED INTO THE BORO BHAI 🔥,2,0,False,True
1412,❤️❤️,0,0,False,False
1413,🔥🔥🔥🔥🙌🙌🙌,0,0,False,False
1414,Sorry unc you're not tuff😭🙏🏻,2,0,False,False
1415,Good comeback bro🙌❤️,0,0,False,False
1416,❤️🙌,0,0,False,False
1417,বাপের টাকা থাকলে আমারও করতে পারতাম so not so speciality I can in him.,0,0,True,False
1418,Share your diet and routine please ❤️,0,0,False,False
1419,👏,0,0,False,False
1420,Wow old rafasan bhai😭,0,0,False,False
1421,A big change bruuh . That was not expected 🙂 .salute you 🖤,0,0,False,False
1422,😭🙌,0,0,False,False
1423,😭💗,0,0,False,False
1424,Unbelievable,0,0,False,False
1425,You are bestt ❤️,0,0,False,False
1426,We got coolest Rafsan edit before GTA 6,0,0,False,False
1427,❤️❤️,0,0,False,False
1428,👏👏👏👏,0,0,False,False
1429,L ...  more,0,0,False,False
1430,I wanna be like you🙂,1,0,False,False
1431,তাতে আমার বাল ছিরা যায় না,0,0,True,False
1432,Proud of you brother 👏❤️❤️❤️,0,0,False,False
1433,this kinda ate tho,0,0,False,False
1434,Chudo vai 🔥🙌,0,0,False,False
1435,আপনি কি বিবাহিত?,0,0,True,False
1436,Purai kora brohh 🔥,0,0,False,False
1437,❤️🔥,0,0,False,False
1438,অসাধারণ,0,0,True,False
1439,"From ""die for you"" to ""die from me""",1,0,False,False
1440,Spread ur legs,2,0,False,False
1441,I'm then🤡 I'm Now🤡,0,0,False,False
1442,what do you wanna say to all of us after the experince you’ve got?,0,0,False,False
1443,The glow up was insanely good.but the golu Galu was cute still😭😭,1,0,False,False
1444,🙌,0,0,False,False
1445,nicokado before nicokado,0,0,False,False
1446,Bro is obsessed with this song 🗣️,0,0,False,False
1447,But great transformation btw👏👏👏,0,0,False,False
1448,Need another video on this topic. Note( I've seen those 2 videos already?,0,0,False,False
1449,Tumi to ekhobo bhotka,0,0,False,False
1450,The moment of getting off the helicopter was really exciting.🔥,0,0,False,False
1451,BMW,1,0,False,False
1452,Wow,0,0,False,False
1453,We jst w8 see ur six packs broh,0,0,False,False
1454,Aura🔥🙌,0,0,False,False
1455,🙌,0,0,False,False
1456,Tmr posture thik nai bruh🥱,0,0,True,False
1457,The Choto Bhai Aura.,0,0,False,False
1458,My motivation👏🙌🔥,0,0,False,False
1459,"Before: cute, After: handsome",1,0,False,False
1460,You're capable enough of hold the fandom both the way..hard work doesn't need good looks it only needs Ur passion...  more,0,0,False,False
1461,🔥🙌 man,0,0,False,False
1462,Still you are choto vai 😔,0,0,False,False
1463,Bro decided to us lbs like americans watch Bros content 😭 insane transformation tho,0,0,False,False
1464,Omgggggg he is my crush for real ( actually I love him) 😭🙏,0,0,False,False
1465,😍😍,0,0,False,False
1466,My hero I love you....,0,0,False,False
1467,Brooo who was the guy in japan💀💀💀💀,0,0,False,False
1468,Dang bro your glow-up is just🔥,0,0,False,False
1469,88 pound ki abar bhai this aint the US,2,0,False,False
1470,💥,3,0,False,False
1471,Avarage votka guys at 3 am,0,0,False,False
1472,How bro how?,0,0,False,False
1473,Bruhh👏😭,0,0,False,False
1474,@razin_290 beday inspiration dilo Valo level er 😭,1,0,False,False
1475,From abul to babul 💀,1,0,False,False
1476,Tumi actually onk jossx,0,0,False,False
1477,But how the process pls 🙂🙂,0,0,False,False
1478,Cooked bruhh...🙌,0,0,False,False
1479,At least broker proved,0,0,False,False
1480,🔥🔥,0,0,False,False
1481,Best glow up ever Mash Allah ❤️,0,0,False,False
1482,You created your whole carrier by your own tallent . So sad it got ruined because ur fathers lone and political reason.,0,0,False,False
1483,Bro evolved to sexy pola... 🤌🏼🤌🏼🗿,2,0,False,False
1484,One and only choto bhai❤️🔥,0,0,False,False
1485,ORE GLOW UP 😍,3,0,False,False
1486,Choto Bhai 🔥,0,0,False,False
1487,🔥👏,0,0,False,False
1488,Only Rafsan bro is real man✨👀💯,0,0,False,False
1489,How bro is replying all the comments broo🙌🔥,0,0,False,False
1490,hard work bro 🙌❤️,0,0,False,False
1491,Its time get 3 steps ahead 💀,1,0,False,False
1492,You'll be always my fav❤️🔥,0,0,False,False
1493,"You were cute, Bro🥺",0,0,False,False
1494,How is that possible?,0,0,False,False
1495,Chapri Ladies 🤡🤡🤡,0,0,False,False
1496,How did it change so much?,0,0,False,False
1497,Coolest boy in town ❤️🔥,0,0,False,False
1498,Love you G!,0,0,False,False
1499,Go VEGAN 🌱 Sulae Makla..,1,0,False,False
1500,🙏♥️♥️♥️,0,0,False,False
1501,কুজা মাদার ফুকার,0,0,True,False
1502,Rafsan literally got the glow up frr,0,0,False,False
1503,I lob you,0,0,False,False
1504,Bruhhh 🫶🏽,0,0,False,False
1505,আবাল,0,0,False,False
1506,🔥,0,0,False,False
1507,awesome,0,0,False,False
1508,Nice,0,0,False,False
1509,I need your diet routine CHOTOBHAIII 😭,0,0,False,False
1510,scholastican chilo na?,0,0,False,False
1511,আমার গুলুমলু ভাইটাও বড় হয়ে গেছে ❤️😎,0,0,True,True
1512,Rafsan the moda vai,0,0,False,False
1513,Routin plz??,0,0,False,False
1514,Chutiya,0,0,False,False
1515,The Most Epic part of this transformation is The Street Of Japan 🇯🇵 For sure💯🙌@thechotobhai 🫂God bless you menh,3,0,False,False
1516,😍,0,0,False,False
1517,Big fan vaiya,0,0,False,False
1518,Need this type glow up😭,0,0,False,False
1519,What's bro doing with Japanese Former Yakuza Leader --,0,0,False,False
1520,❤️,0,0,False,False
1521,Masallah bro 🔥🙌,0,0,False,False
1522,Damnnn bro ! The best glow up 😍,0,0,False,True
1523,🔥,0,0,False,False
1524,👏👏👏👏,0,0,False,False
1525,We got chotobhai glowup edit before GTA 6 😭,0,0,False,False
1526,Bro why are u so handsome?😭😭,0,0,False,False
1527,Bhai Eto inspiring kenn,0,0,False,False
1528,🙌🔥,0,0,False,False
1529,Bro is two steps ahead,0,0,False,False
1530,I fear this is my type,0,0,False,False
1531,is that the former japanese mafia guy with you in the second clip??? this goes hard,1,0,False,False
1532,You are my favorite one 😭😭😭❤️❤️❤️,0,0,False,False
1533,Eewwwwwww,0,0,False,False
1534,gwak gwak 💦 gym influencer 😢,0,0,False,False
1535,Slaying maannn!!!!😩😩😩😩😩😩😩😩🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻,0,0,False,False
1536,4 months!? That's too short😳,0,0,False,False
1537,My fav😍,0,0,False,False
1538,,3,0,False,False
1539,You Graduated? NO!! I thought You're in Honours 3/4th yearr...,0,0,False,False
1540,My Son could be motivated watching this!,0,0,False,False
1541,You still look gay AF,0,0,False,False
1542,Your looks depends how rich you are! Thats the hard Reality!,0,0,False,False
1543,Bro cooked🫡❤️,0,0,False,False
1544,Bruuuh! 🙌 🗿,0,0,False,False
1545,Rule 1 - Never Give Up ❤️‍🔥,1,0,False,False
1546,🔥🔥,0,0,False,False
1547,👌,2,0,False,False
1548,"Holy shit! Maaannnn, what did you do? 4 months and 88 pounds, hoowwww??? 🔥",0,0,False,True
1549,Damn transformation! 🔥,0,0,False,True
1550,Bhai joss 🔥🔥,0,0,False,False
1551,😭😭😭😭,0,0,False,False
1552,Masha Allah,0,0,False,False
1553,"Lift weights, and do calisthenics",0,0,False,False
1554,Lost 17 kgs in 2 month by self discipline..... Nothing else...,0,0,False,False
1555,Best bro🔥😮 btw I'm your lil fan 🥹🫶,0,0,False,False
1556,"If you don't mind, can I ask you how tall you are?",0,0,False,False
1557,😮😮😮,0,0,False,False
1558,🔥🔥🔥🔥🔥,0,0,False,False
1559,Same situation... But slim hoite partesina 🙂 kokhono ki hobo na!,0,0,True,False
1560,Iam big fan you,0,0,False,False
1561,This is the Swag bro 😎,0,0,False,False
1562,Bro maybe has no penus,0,0,False,False
1563,বাহ রে আমার জাতি। এমন জাতি নিয়ে কোথায় যাবো? প্রশংসার বন্যা বইয়ে দিচ্ছে। এরা সব ভুলে গেছে। এরা ভুলে গেছে জুলাইয়ের...  more,0,0,True,False
